Source,Job Title,Company,Location,Country,Post Date,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Position
LinkedIn,Data Analyst,DP World,Singapore,Singapore,2025-02-12,Python,SQL,Excel,Tableau,Power BI,R,,,Intermediate
LinkedIn,Senior Data Analyst,Tencent,Singapore,Singapore,2025-02-25,Python,SQL,Excel,Tableau,R,,,,Senior
LinkedIn,Insights Analyst III,Riot Games,Singapore,Singapore,2025-02-18,Python,SQL,Excel,Tableau,R,,,,Intermediate
LinkedIn,Senior Data Analyst,Shopee,Singapore,Singapore,2025-02-17,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst Intern,Shopee,Singapore,Singapore,2025-02-17,Excel,R,,,,,,,Entry level
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-18,Python,SQL,Excel,R,Statistics,,,,Senior
LinkedIn,Data Analyst,TikTok,Singapore,Singapore,2025-02-25,Python,SQL,Excel,R,Machine Learning,,,,Intermediate
LinkedIn,Associate Data Analyst,HIGOGAME PTE. LTD,Singapore,Singapore,2025-02-26,SQL,Excel,Tableau,Power BI,R,Statistics,,,Entry level
LinkedIn,Data Analyst,ShopBack,Singapore,Singapore,2025-02-19,Python,SQL,Excel,R,,,,,Intermediate
LinkedIn,Data Analyst,PayerMax,Singapore,Singapore,2025-02-08,Python,SQL,Excel,Tableau,Power BI,R,Statistics,Machine Learning,Entry level
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-12,Python,SQL,Excel,R,,,,,Intermediate
LinkedIn,TikTok Shop,TikTok,Singapore,Singapore,2025-02-22,Python,SQL,Excel,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Data Analyst Intern,ADDX,Singapore,Singapore,2025-02-10,Python,SQL,Excel,R,Machine Learning,,,,Entry level
LinkedIn,Data Analyst,Randstad Singapore,Singapore,Singapore,2025-01-06,Python,SQL,Power BI,R,,,,,Senior
LinkedIn,TikTok Shop,TikTok,Singapore,Singapore,2025-02-19,Python,SQL,Excel,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Data Analyst,Widen the Net Limited,Singapore,Singapore,2025-02-05,Excel,Tableau,R,,,,,,Intermediate
LinkedIn,Junior Data Analyst,Steenbok Pte Ltd,Singapore,Singapore,2025-02-20,Excel,R,,,,,,,Entry level
LinkedIn,Analyst/Senior Analyst,Marina Bay Sands,Singapore,Singapore,2025-02-17,Python,SQL,Excel,Tableau,R,Statistics,Machine Learning,,Senior
LinkedIn,Data Analyst Intern,FairPrice Group,Singapore,Singapore,2025-01-31,Python,SQL,Tableau,R,,,,,Entry level
LinkedIn,Data Analyst,SCIENTE,Singapore,Singapore,2025-02-25,Python,SQL,Excel,Tableau,R,,,,Intermediate
LinkedIn,Business Intelligence Analyst,Shopee,Singapore,Singapore,2025-02-26,Python,SQL,Excel,Tableau,R,Statistics,,,Entry level
LinkedIn,User Growth Data Analyst,TikTok,Singapore,Singapore,2025-02-08,Python,SQL,Excel,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Business Intelligence Analyst,Shopee,Singapore,Singapore,2025-02-14,Python,SQL,Excel,Tableau,R,Statistics,,,Entry level
LinkedIn,Data Analyst,EY,Singapore,Singapore,2025-02-15,SQL,Excel,Power BI,R,,,,,Intermediate
LinkedIn,Data Analyst Intern,Shopee,Singapore,Singapore,2025-02-08,Python,SQL,R,,,,,,Entry level
LinkedIn,Data Analyst,Point72,Singapore,Singapore,2025-02-05,Python,SQL,R,,,,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-07,Python,SQL,R,,,,,,Senior
LinkedIn,Quantitative Analyst,Bankside Capital,Singapore,Singapore,2025-02-24,Python,SQL,R,,,,,,Senior
LinkedIn,Internship,Infineon Technologies,Singapore,Singapore,2025-02-09,Python,SQL,Tableau,R,,,,,Entry level
LinkedIn,Insights Analyst II,Riot Games,Singapore,Singapore,2025-02-12,Python,SQL,Excel,Tableau,R,Statistics,,,Intermediate
LinkedIn,Data Analyst,Binance,Singapore,Singapore,2025-02-20,Python,SQL,Tableau,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Business Intelligence Analyst,Shopee,Singapore,Singapore,2025-02-08,Python,SQL,R,Statistics,,,,,Entry level
LinkedIn,Data Analyst,SeaMoney,Singapore,Singapore,2025-02-09,Python,SQL,R,Statistics,,,,,Senior
LinkedIn,Data Analyst,PRIME IMMIGRATION LTD,Singapore,Singapore,2024-12-05,R,,,,,,,,Senior
LinkedIn,Data Analyst,TikTok,Singapore,Singapore,2025-02-08,Python,SQL,Excel,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Data Analyst,StarHub,Singapore,Singapore,2025-02-11,Python,SQL,Excel,Tableau,R,,,,Intermediate
LinkedIn,Data Analyst Intern,Shopee,Singapore,Singapore,2025-02-26,Python,SQL,R,,,,,,Entry level
LinkedIn,Junior Data Analyst,Shopee,Singapore,Singapore,2025-02-25,Python,SQL,Excel,Tableau,R,Statistics,,,Entry level
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-17,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-20,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst,Shopee,San Diego,Singapore,2025-02-14,Python,SQL,Tableau,Power BI,R,Statistics,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-17,Python,SQL,Excel,R,Statistics,,,,Senior
LinkedIn,Marketing Analytics,Shopee,Redmond,Singapore,2025-02-13,Python,SQL,R,,,,,,Entry level
LinkedIn,Data Analyst,foodpanda,Singapore,Singapore,2025-02-15,SQL,Excel,Tableau,R,Statistics,,,,Entry level
LinkedIn,Product Data Analyst,Crypto.com,Singapore,Singapore,2025-02-23,Excel,R,Statistics,,,,,,Entry level
LinkedIn,Data Analyst,TikTok,Singapore,Singapore,2025-02-17,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst,AIA Singapore,Tampines,Singapore,2025-02-12,R,,,,,,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-08,R,Statistics,Machine Learning,,,,,,Entry level
LinkedIn,Data Analyst,Tata Consultancy Services,Singapore,Singapore,2025-01-31,Python,SQL,Excel,Power BI,R,,,,Intermediate
LinkedIn,Data Analyst Intern,Shopee,Singapore,Singapore,2025-02-15,Python,SQL,R,Statistics,,,,,Entry level
LinkedIn,Data Analyst,TikTok,Singapore,Singapore,2025-02-15,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-15,R,Statistics,,,,,,,Entry level
LinkedIn,Junior Data Analyst,Capgemini,Singapore,Singapore,2025-02-24,Python,SQL,R,,,,,,Entry level
LinkedIn,Data Analyst,HoYoverse,Singapore,Singapore,2025-02-19,Python,SQL,Excel,R,,,,,Intermediate
LinkedIn,Data Analyst,DP World,Singapore,Singapore,2025-02-12,Python,SQL,Excel,Tableau,Power BI,R,,,Intermediate
LinkedIn,Senior Data Analyst,Tencent,Singapore,Singapore,2025-02-25,Python,SQL,Excel,Tableau,R,,,,Senior
LinkedIn,Senior Data Analyst,Shopee,Singapore,Singapore,2025-02-17,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst Intern,Shopee,Singapore,Singapore,2025-02-17,Excel,R,,,,,,,Entry level
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-18,Python,SQL,Excel,R,Statistics,,,,Senior
LinkedIn,Data Analyst,TikTok,Singapore,Singapore,2025-02-25,Python,SQL,Excel,R,Machine Learning,,,,Intermediate
LinkedIn,Associate Data Analyst,HIGOGAME PTE. LTD,Singapore,Singapore,2025-02-26,SQL,Excel,Tableau,Power BI,R,Statistics,,,Entry level
LinkedIn,Data Analyst,ShopBack,Singapore,Singapore,2025-02-19,Python,SQL,Excel,R,,,,,Intermediate
LinkedIn,Data Analyst,PayerMax,Singapore,Singapore,2025-02-08,Python,SQL,Excel,Tableau,Power BI,R,Statistics,Machine Learning,Entry level
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-12,Python,SQL,Excel,R,,,,,Intermediate
LinkedIn,Junior Data Analyst,Steenbok Pte Ltd,Singapore,Singapore,2025-02-20,Excel,R,,,,,,,Entry level
LinkedIn,TikTok Shop,TikTok,Singapore,Singapore,2025-02-22,Python,SQL,Excel,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Data Analyst Intern,ADDX,Singapore,Singapore,2025-02-10,Python,SQL,Excel,R,Machine Learning,,,,Entry level
LinkedIn,Data Analyst,Randstad Singapore,Singapore,Singapore,2025-01-06,Python,SQL,Power BI,R,,,,,Senior
LinkedIn,TikTok Shop,TikTok,Singapore,Singapore,2025-02-19,Python,SQL,Excel,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Data Analyst,Widen the Net Limited,Singapore,Singapore,2025-02-05,Excel,Tableau,R,,,,,,Intermediate
LinkedIn,Analyst/Senior Analyst,Marina Bay Sands,Singapore,Singapore,2025-02-17,Python,SQL,Excel,Tableau,R,Statistics,Machine Learning,,Senior
LinkedIn,Data Analyst Intern,FairPrice Group,Singapore,Singapore,2025-01-31,Python,SQL,Tableau,R,,,,,Entry level
LinkedIn,Data Analyst,SCIENTE,Singapore,Singapore,2025-02-25,Python,SQL,Excel,Tableau,R,,,,Intermediate
LinkedIn,Business Intelligence Analyst,Shopee,Singapore,Singapore,2025-02-26,Python,SQL,Excel,Tableau,R,Statistics,,,Entry level
LinkedIn,User Growth Data Analyst,TikTok,Singapore,Singapore,2025-02-08,Python,SQL,Excel,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Business Intelligence Analyst,Shopee,Singapore,Singapore,2025-02-14,Python,SQL,Excel,Tableau,R,Statistics,,,Entry level
LinkedIn,Data Analyst,EY,Singapore,Singapore,2025-02-15,SQL,Excel,Power BI,R,,,,,Intermediate
LinkedIn,Data Analyst Intern,Shopee,Singapore,Singapore,2025-02-08,Python,SQL,R,,,,,,Entry level
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-07,Python,SQL,R,,,,,,Senior
LinkedIn,Data Analyst,Point72,Singapore,Singapore,2025-02-05,Python,SQL,R,,,,,,Senior
LinkedIn,Quantitative Analyst,Bankside Capital,Singapore,Singapore,2025-02-24,Python,SQL,R,,,,,,Senior
LinkedIn,Internship,Infineon Technologies,Singapore,Singapore,2025-02-09,Python,SQL,Tableau,R,,,,,Entry level
LinkedIn,Insights Analyst II,Riot Games,Singapore,Singapore,2025-02-12,Python,SQL,Excel,Tableau,R,Statistics,,,Intermediate
LinkedIn,Data Analyst,Binance,Singapore,Singapore,2025-02-20,Python,SQL,Tableau,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Business Intelligence Analyst,Shopee,Singapore,Singapore,2025-02-08,Python,SQL,R,Statistics,,,,,Entry level
LinkedIn,Data Analyst,SeaMoney,Singapore,Singapore,2025-02-09,Python,SQL,R,Statistics,,,,,Senior
LinkedIn,Data Analyst,PRIME IMMIGRATION LTD,Singapore,Singapore,2024-12-05,R,,,,,,,,Senior
LinkedIn,Data Analyst,TikTok,Singapore,Singapore,2025-02-08,Python,SQL,Excel,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Data Analyst,StarHub,Singapore,Singapore,2025-02-11,Python,SQL,Excel,Tableau,R,,,,Intermediate
LinkedIn,Data Analyst Intern,Shopee,Singapore,Singapore,2025-02-26,Python,SQL,R,,,,,,Entry level
LinkedIn,Junior Data Analyst,Shopee,Singapore,Singapore,2025-02-25,Python,SQL,Excel,Tableau,R,Statistics,,,Entry level
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-17,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-20,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst,Shopee,San Diego,Singapore,2025-02-14,Python,SQL,Tableau,Power BI,R,Statistics,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-17,Python,SQL,Excel,R,Statistics,,,,Senior
LinkedIn,Marketing Analytics,Shopee,Redmond,Singapore,2025-02-13,Python,SQL,R,,,,,,Entry level
LinkedIn,Data Analyst,foodpanda,Singapore,Singapore,2025-02-15,SQL,Excel,Tableau,R,Statistics,,,,Entry level
LinkedIn,Junior Data Analyst,Shopee,Singapore,Singapore,2025-02-25,Python,SQL,Excel,Tableau,R,Statistics,,,Entry level
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-17,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-20,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst,Shopee,San Diego,Singapore,2025-02-14,Python,SQL,Tableau,Power BI,R,Statistics,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-17,Python,SQL,Excel,R,Statistics,,,,Senior
LinkedIn,Marketing Analytics,Shopee,Redmond,Singapore,2025-02-13,Python,SQL,R,,,,,,Entry level
LinkedIn,Data Analyst,foodpanda,Singapore,Singapore,2025-02-15,SQL,Excel,Tableau,R,Statistics,,,,Entry level
LinkedIn,Product Data Analyst,Crypto.com,Singapore,Singapore,2025-02-23,Excel,R,Statistics,,,,,,Entry level
LinkedIn,Data Analyst,TikTok,Singapore,Singapore,2025-02-17,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst,AIA Singapore,Tampines,Singapore,2025-02-12,R,,,,,,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-08,R,Statistics,Machine Learning,,,,,,Entry level
LinkedIn,Data Analyst,Tata Consultancy Services,Singapore,Singapore,2025-01-31,Python,SQL,Excel,Power BI,R,,,,Intermediate
LinkedIn,Data Analyst Intern,Shopee,Singapore,Singapore,2025-02-15,Python,SQL,R,Statistics,,,,,Entry level
LinkedIn,Data Analyst,TikTok,Singapore,Singapore,2025-02-15,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-15,R,Statistics,,,,,,,Entry level
LinkedIn,Junior Data Analyst,Capgemini,Singapore,Singapore,2025-02-24,Python,SQL,R,,,,,,Entry level
LinkedIn,Data Analyst,HoYoverse,Singapore,Singapore,2025-02-19,Python,SQL,Excel,R,,,,,Intermediate
LinkedIn,Data Analyst,DP World,Singapore,Singapore,2025-02-12,Python,SQL,Excel,Tableau,Power BI,R,,,Intermediate
LinkedIn,Senior Data Analyst,Tencent,Singapore,Singapore,2025-02-25,Python,SQL,Excel,Tableau,R,,,,Senior
LinkedIn,Senior Data Analyst,Shopee,Singapore,Singapore,2025-02-17,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst Intern,Shopee,Singapore,Singapore,2025-02-17,Excel,R,,,,,,,Entry level
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-18,Python,SQL,Excel,R,Statistics,,,,Senior
LinkedIn,Data Analyst,TikTok,Singapore,Singapore,2025-02-25,Python,SQL,Excel,R,Machine Learning,,,,Intermediate
LinkedIn,Associate Data Analyst,HIGOGAME PTE. LTD,Singapore,Singapore,2025-02-26,SQL,Excel,Tableau,Power BI,R,Statistics,,,Entry level
LinkedIn,Data Analyst,ShopBack,Singapore,Singapore,2025-02-19,Python,SQL,Excel,R,,,,,Intermediate
LinkedIn,Data Analyst,PayerMax,Singapore,Singapore,2025-02-08,Python,SQL,Excel,Tableau,Power BI,R,Statistics,Machine Learning,Entry level
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-12,Python,SQL,Excel,R,,,,,Intermediate
LinkedIn,Junior Data Analyst,Steenbok Pte Ltd,Singapore,Singapore,2025-02-20,Excel,R,,,,,,,Entry level
LinkedIn,TikTok Shop,TikTok,Singapore,Singapore,2025-02-22,Python,SQL,Excel,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Data Analyst Intern,ADDX,Singapore,Singapore,2025-02-10,Python,SQL,Excel,R,Machine Learning,,,,Entry level
LinkedIn,Data Analyst,Randstad Singapore,Singapore,Singapore,2025-01-06,Python,SQL,Power BI,R,,,,,Senior
LinkedIn,TikTok Shop,TikTok,Singapore,Singapore,2025-02-19,Python,SQL,Excel,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Data Analyst,Widen the Net Limited,Singapore,Singapore,2025-02-05,Excel,Tableau,R,,,,,,Intermediate
LinkedIn,Analyst/Senior Analyst,Marina Bay Sands,Singapore,Singapore,2025-02-17,Python,SQL,Excel,Tableau,R,Statistics,Machine Learning,,Senior
LinkedIn,Data Analyst Intern,FairPrice Group,Singapore,Singapore,2025-01-31,Python,SQL,Tableau,R,,,,,Entry level
LinkedIn,Data Analyst,SCIENTE,Singapore,Singapore,2025-02-25,Python,SQL,Excel,Tableau,R,,,,Intermediate
LinkedIn,Business Intelligence Analyst,Shopee,Singapore,Singapore,2025-02-26,Python,SQL,Excel,Tableau,R,Statistics,,,Entry level
LinkedIn,User Growth Data Analyst,TikTok,Singapore,Singapore,2025-02-08,Python,SQL,Excel,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Business Intelligence Analyst,Shopee,Singapore,Singapore,2025-02-14,Python,SQL,Excel,Tableau,R,Statistics,,,Entry level
LinkedIn,Data Analyst Intern,Shopee,Singapore,Singapore,2025-02-08,Python,SQL,R,,,,,,Entry level
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-07,Python,SQL,R,,,,,,Senior
LinkedIn,Data Analyst,Point72,Singapore,Singapore,2025-02-05,Python,SQL,R,,,,,,Senior
LinkedIn,Quantitative Analyst,Bankside Capital,Singapore,Singapore,2025-02-24,Python,SQL,R,,,,,,Senior
LinkedIn,Internship,Infineon Technologies,Singapore,Singapore,2025-02-09,Python,SQL,Tableau,R,,,,,Entry level
LinkedIn,Insights Analyst II,Riot Games,Singapore,Singapore,2025-02-12,Python,SQL,Excel,Tableau,R,Statistics,,,Intermediate
LinkedIn,Data Analyst,Binance,Singapore,Singapore,2025-02-20,Python,SQL,Tableau,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Business Intelligence Analyst,Shopee,Singapore,Singapore,2025-02-08,Python,SQL,R,Statistics,,,,,Entry level
LinkedIn,Data Analyst,SeaMoney,Singapore,Singapore,2025-02-09,Python,SQL,R,Statistics,,,,,Senior
LinkedIn,Data Analyst,PRIME IMMIGRATION LTD,Singapore,Singapore,2024-12-05,R,,,,,,,,Senior
LinkedIn,Data Analyst,TikTok,Singapore,Singapore,2025-02-08,Python,SQL,Excel,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Data Analyst,StarHub,Singapore,Singapore,2025-02-11,Python,SQL,Excel,Tableau,R,,,,Intermediate
LinkedIn,Data Analyst Intern,Shopee,Singapore,Singapore,2025-02-26,Python,SQL,R,,,,,,Entry level
LinkedIn,Junior Data Analyst,Shopee,Singapore,Singapore,2025-02-25,Python,SQL,Excel,Tableau,R,Statistics,,,Entry level
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-17,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-20,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst,Shopee,San Diego,Singapore,2025-02-14,Python,SQL,Tableau,Power BI,R,Statistics,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-17,Python,SQL,Excel,R,Statistics,,,,Senior
LinkedIn,Marketing Analytics,Shopee,Redmond,Singapore,2025-02-13,Python,SQL,R,,,,,,Entry level
LinkedIn,Data Analyst,foodpanda,Singapore,Singapore,2025-02-15,SQL,Excel,Tableau,R,Statistics,,,,Entry level
LinkedIn,Product Data Analyst,Crypto.com,Singapore,Singapore,2025-02-23,Excel,R,Statistics,,,,,,Entry level
LinkedIn,Data Analyst,TikTok,Singapore,Singapore,2025-02-17,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst,AIA Singapore,Tampines,Singapore,2025-02-12,R,,,,,,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-08,R,Statistics,Machine Learning,,,,,,Entry level
LinkedIn,Data Analyst,Tata Consultancy Services,Singapore,Singapore,2025-01-31,Python,SQL,Excel,Power BI,R,,,,Intermediate
LinkedIn,Data Analyst Intern,Shopee,Singapore,Singapore,2025-02-15,Python,SQL,R,Statistics,,,,,Entry level
LinkedIn,Data Analyst,TikTok,Singapore,Singapore,2025-02-15,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-15,R,Statistics,,,,,,,Entry level
LinkedIn,Junior Data Analyst,Capgemini,Singapore,Singapore,2025-02-24,Python,SQL,R,,,,,,Entry level
LinkedIn,Data Analyst,HoYoverse,Singapore,Singapore,2025-02-19,Python,SQL,Excel,R,,,,,Intermediate
LinkedIn,Data Analyst,DP World,Singapore,Singapore,2025-02-12,Python,SQL,Excel,Tableau,Power BI,R,,,Intermediate
LinkedIn,Senior Data Analyst,Tencent,Singapore,Singapore,2025-02-25,Python,SQL,Excel,Tableau,R,,,,Senior
LinkedIn,Insights Analyst III,Riot Games,Singapore,Singapore,2025-02-18,Python,SQL,Excel,Tableau,R,,,,Intermediate
LinkedIn,Senior Data Analyst,Shopee,Singapore,Singapore,2025-02-17,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst Intern,Shopee,Singapore,Singapore,2025-02-17,Excel,R,,,,,,,Entry level
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-18,Python,SQL,Excel,R,Statistics,,,,Senior
LinkedIn,Data Analyst,TikTok,Singapore,Singapore,2025-02-25,Python,SQL,Excel,R,Machine Learning,,,,Intermediate
LinkedIn,Associate Data Analyst,HIGOGAME PTE. LTD,Singapore,Singapore,2025-02-26,SQL,Excel,Tableau,Power BI,R,Statistics,,,Entry level
LinkedIn,Data Analyst,ShopBack,Singapore,Singapore,2025-02-19,Python,SQL,Excel,R,,,,,Intermediate
LinkedIn,Data Analyst,PayerMax,Singapore,Singapore,2025-02-08,Python,SQL,Excel,Tableau,Power BI,R,Statistics,Machine Learning,Entry level
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-12,Python,SQL,Excel,R,,,,,Intermediate
LinkedIn,TikTok Shop,TikTok,Singapore,Singapore,2025-02-22,Python,SQL,Excel,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Data Analyst Intern,ADDX,Singapore,Singapore,2025-02-10,Python,SQL,Excel,R,Machine Learning,,,,Entry level
LinkedIn,Data Analyst,Randstad Singapore,Singapore,Singapore,2025-01-06,Python,SQL,Power BI,R,,,,,Senior
LinkedIn,TikTok Shop,TikTok,Singapore,Singapore,2025-02-19,Python,SQL,Excel,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Data Analyst,Widen the Net Limited,Singapore,Singapore,2025-02-05,Excel,Tableau,R,,,,,,Intermediate
LinkedIn,Junior Data Analyst,Steenbok Pte Ltd,Singapore,Singapore,2025-02-20,Excel,R,,,,,,,Entry level
LinkedIn,Analyst/Senior Analyst,Marina Bay Sands,Singapore,Singapore,2025-02-17,Python,SQL,Excel,Tableau,R,Statistics,Machine Learning,,Senior
LinkedIn,Data Analyst Intern,FairPrice Group,Singapore,Singapore,2025-01-31,Python,SQL,Tableau,R,,,,,Entry level
LinkedIn,Data Analyst,SCIENTE,Singapore,Singapore,2025-02-25,Python,SQL,Excel,Tableau,R,,,,Intermediate
LinkedIn,Business Intelligence Analyst,Shopee,Singapore,Singapore,2025-02-26,Python,SQL,Excel,Tableau,R,Statistics,,,Entry level
LinkedIn,User Growth Data Analyst,TikTok,Singapore,Singapore,2025-02-08,Python,SQL,Excel,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Business Intelligence Analyst,Shopee,Singapore,Singapore,2025-02-14,Python,SQL,Excel,Tableau,R,Statistics,,,Entry level
LinkedIn,Data Analyst,EY,Singapore,Singapore,2025-02-15,SQL,Excel,Power BI,R,,,,,Intermediate
LinkedIn,Data Analyst Intern,Shopee,Singapore,Singapore,2025-02-08,Python,SQL,R,,,,,,Entry level
LinkedIn,Data Analyst,Point72,Singapore,Singapore,2025-02-05,Python,SQL,R,,,,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-07,Python,SQL,R,,,,,,Senior
LinkedIn,Quantitative Analyst,Bankside Capital,Singapore,Singapore,2025-02-24,Python,SQL,R,,,,,,Senior
LinkedIn,Internship,Infineon Technologies,Singapore,Singapore,2025-02-09,Python,SQL,Tableau,R,,,,,Entry level
LinkedIn,Insights Analyst II,Riot Games,Singapore,Singapore,2025-02-12,Python,SQL,Excel,Tableau,R,Statistics,,,Intermediate
LinkedIn,Data Analyst,Binance,Singapore,Singapore,2025-02-20,Python,SQL,Tableau,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Business Intelligence Analyst,Shopee,Singapore,Singapore,2025-02-08,Python,SQL,R,Statistics,,,,,Entry level
LinkedIn,Data Analyst,SeaMoney,Singapore,Singapore,2025-02-09,Python,SQL,R,Statistics,,,,,Senior
LinkedIn,Data Analyst,PRIME IMMIGRATION LTD,Singapore,Singapore,2024-12-05,R,,,,,,,,Senior
LinkedIn,Data Analyst,TikTok,Singapore,Singapore,2025-02-08,Python,SQL,Excel,R,Statistics,Machine Learning,,,Entry level
LinkedIn,Data Analyst,StarHub,Singapore,Singapore,2025-02-11,Python,SQL,Excel,Tableau,R,,,,Intermediate
LinkedIn,Data Analyst Intern,Shopee,Singapore,Singapore,2025-02-26,Python,SQL,R,,,,,,Entry level
LinkedIn,Junior Data Analyst,Shopee,Singapore,Singapore,2025-02-25,Python,SQL,Excel,Tableau,R,Statistics,,,Entry level
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-17,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-20,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst,Shopee,San Diego,Singapore,2025-02-14,Python,SQL,Tableau,Power BI,R,Statistics,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-17,Python,SQL,Excel,R,Statistics,,,,Senior
LinkedIn,Marketing Analytics,Shopee,Redmond,Singapore,2025-02-13,Python,SQL,R,,,,,,Entry level
LinkedIn,Data Analyst,foodpanda,Singapore,Singapore,2025-02-15,SQL,Excel,Tableau,R,Statistics,,,,Entry level
LinkedIn,Product Data Analyst,Crypto.com,Singapore,Singapore,2025-02-23,Excel,R,Statistics,,,,,,Entry level
LinkedIn,Data Analyst,TikTok,Singapore,Singapore,2025-02-17,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
LinkedIn,Data Analyst,AIA Singapore,Tampines,Singapore,2025-02-12,R,,,,,,,,Senior
LinkedIn,Data Analyst,Shopee,Singapore,Singapore,2025-02-08,R,Statistics,Machine Learning,,,,,,Entry level
LinkedIn,Data Analyst,Tata Consultancy Services,Singapore,Singapore,2025-01-31,Python,SQL,Excel,Power BI,R,,,,Intermediate
LinkedIn,Data Analyst Intern,Shopee,Singapore,Singapore,2025-02-15,Python,SQL,R,Statistics,,,,,Entry level
LinkedIn,Data Analyst,TikTok,Singapore,Singapore,2025-02-15,Python,SQL,Excel,Tableau,R,Statistics,,,Senior
